"","participant","block","stimulus","age_group","observation","Stimulus.RT","mean_rt","sd_rt"
"549",15000,4,"Number_8_Font_72","older",272,1108,592.29587357331,180.71646925192
"550",15000,4,"Number_0_Font_72","older",283,1725,592.29587357331,180.71646925192
"551",15000,4,"Number_9_Font_72","older",325,1275,592.29587357331,180.71646925192
"552",15000,4,"Number_2_Font_72","older",326,1324,592.29587357331,180.71646925192
"553",15000,4,"Number_4_Font_72","older",348,1024,592.29587357331,180.71646925192
"554",15000,4,"Number_9_Font_72","older",359,1268,592.29587357331,180.71646925192
"555",15000,5,"Number_5_Font_72","older",369,979,579.769633507853,186.958326587944
"556",15000,5,"Number_9_Font_72","older",389,1119,579.769633507853,186.958326587944
"557",15000,5,"Number_7_Font_72","older",396,1218,579.769633507853,186.958326587944
"558",15000,5,"Number_8_Font_72","older",435,1636,579.769633507853,186.958326587944
"559",15000,5,"Number_9_Font_72","older",438,1060,579.769633507853,186.958326587944
"560",15000,5,"Number_0_Font_72","older",451,1043,579.769633507853,186.958326587944
"561",15000,6,"Number_5_Font_72","older",462,2003,567.677447552448,209.606421954011
"562",15000,6,"Number_9_Font_72","older",478,1442,567.677447552448,209.606421954011
"563",15000,6,"Number_9_Font_72","older",511,2040,567.677447552448,209.606421954011
"564",15000,7,"Number_9_Font_72","older",567,1162,593.684210526316,262.329103726215
"565",15000,7,"Number_9_Font_72","older",572,1219,593.684210526316,262.329103726215
"566",15000,7,"Number_2_Font_72","older",601,2023,593.684210526316,262.329103726215
"567",15000,8,"Number_5_Font_72","older",675,2173,598.417832167832,243.392460864023
"568",15000,8,"Number_2_Font_72","older",692,1296,598.417832167832,243.392460864023
"569",15000,8,"Number_7_Font_72","older",705,1096,598.417832167832,243.392460864023
"570",15003,5,"Number_9_Font_72","older",448,1834,579.769633507853,186.958326587944
"571",15009,1,"Number_9_Font_72","older",2,1350,588.700609225413,161.412091395773
"572",15009,1,"Number_9_Font_72","older",3,972,588.700609225413,161.412091395773
"573",15009,1,"Number_8_Font_72","older",19,962,588.700609225413,161.412091395773
"574",15009,1,"Number_0_Font_72","older",20,1309,588.700609225413,161.412091395773
"575",15009,1,"Number_8_Font_72","older",26,1487,588.700609225413,161.412091395773
"576",15009,1,"Number_2_Font_72","older",27,1100,588.700609225413,161.412091395773
"577",15009,1,"Number_2_Font_72","older",33,1485,588.700609225413,161.412091395773
"578",15009,1,"Number_7_Font_72","older",34,991,588.700609225413,161.412091395773
"579",15009,1,"Number_9_Font_72","older",38,1201,588.700609225413,161.412091395773
"580",15009,1,"Number_8_Font_72","older",46,1049,588.700609225413,161.412091395773
"581",15009,1,"Number_5_Font_72","older",62,1071,588.700609225413,161.412091395773
"582",15009,1,"Number_1_Font_72","older",67,913,588.700609225413,161.412091395773
"583",15009,1,"Number_9_Font_72","older",82,912,588.700609225413,161.412091395773
"584",15009,2,"Number_4_Font_72","older",93,1239,599.147569444444,163.836202963689
"585",15009,2,"Number_4_Font_72","older",111,1089,599.147569444444,163.836202963689
"586",15009,2,"Number_9_Font_72","older",112,1132,599.147569444444,163.836202963689
"587",15009,2,"Number_5_Font_72","older",116,939,599.147569444444,163.836202963689
"588",15009,2,"Number_8_Font_72","older",117,1089,599.147569444444,163.836202963689
"589",15009,2,"Number_8_Font_72","older",118,1145,599.147569444444,163.836202963689
"590",15009,2,"Number_5_Font_72","older",119,1016,599.147569444444,163.836202963689
"591",15009,2,"Number_0_Font_72","older",122,1022,599.147569444444,163.836202963689
"592",15009,2,"Number_0_Font_72","older",125,1848,599.147569444444,163.836202963689
"593",15009,2,"Number_7_Font_72","older",129,1261,599.147569444444,163.836202963689
"594",15009,2,"Number_9_Font_72","older",130,1112,599.147569444444,163.836202963689
"595",15009,2,"Number_7_Font_72","older",133,1052,599.147569444444,163.836202963689
"596",15009,2,"Number_2_Font_72","older",135,939,599.147569444444,163.836202963689
"597",15009,2,"Number_9_Font_72","older",143,1093,599.147569444444,163.836202963689
"598",15009,2,"Number_4_Font_72","older",145,960,599.147569444444,163.836202963689
"599",15009,2,"Number_8_Font_72","older",147,960,599.147569444444,163.836202963689
"600",15009,2,"Number_4_Font_72","older",148,987,599.147569444444,163.836202963689
"601",15009,2,"Number_1_Font_72","older",149,1218,599.147569444444,163.836202963689
"602",15009,2,"Number_8_Font_72","older",152,946,599.147569444444,163.836202963689
"603",15009,2,"Number_0_Font_72","older",153,965,599.147569444444,163.836202963689
"604",15009,2,"Number_9_Font_72","older",156,932,599.147569444444,163.836202963689
"605",15009,2,"Number_1_Font_72","older",159,965,599.147569444444,163.836202963689
"606",15009,2,"Number_7_Font_72","older",173,1442,599.147569444444,163.836202963689
"607",15009,3,"Number_7_Font_72","older",203,1358,586.686170212766,177.332109144617
"608",15009,3,"Number_9_Font_72","older",207,1138,586.686170212766,177.332109144617
"609",15009,3,"Number_4_Font_72","older",211,992,586.686170212766,177.332109144617
"610",15009,3,"Number_0_Font_72","older",221,970,586.686170212766,177.332109144617
"611",15009,3,"Number_0_Font_72","older",223,1838,586.686170212766,177.332109144617
"612",15009,3,"Number_2_Font_72","older",227,970,586.686170212766,177.332109144617
"613",15009,3,"Number_8_Font_72","older",232,1472,586.686170212766,177.332109144617
"614",15009,3,"Number_0_Font_72","older",244,1030,586.686170212766,177.332109144617
"615",15009,3,"Number_8_Font_72","older",269,1040,586.686170212766,177.332109144617
"616",15009,4,"Number_0_Font_72","older",283,1261,592.29587357331,180.71646925192
"617",15009,4,"Number_2_Font_72","older",285,1178,592.29587357331,180.71646925192
"618",15009,4,"Number_7_Font_72","older",303,1206,592.29587357331,180.71646925192
"619",15009,4,"Number_9_Font_72","older",306,956,592.29587357331,180.71646925192
"620",15009,4,"Number_7_Font_72","older",309,1164,592.29587357331,180.71646925192
"621",15009,4,"Number_4_Font_72","older",311,1123,592.29587357331,180.71646925192
"622",15009,4,"Number_0_Font_72","older",319,1085,592.29587357331,180.71646925192
"623",15009,4,"Number_2_Font_72","older",326,978,592.29587357331,180.71646925192
"624",15009,4,"Number_4_Font_72","older",328,1665,592.29587357331,180.71646925192
"625",15009,4,"Number_0_Font_72","older",356,956,592.29587357331,180.71646925192
"626",15009,4,"Number_0_Font_72","older",357,1626,592.29587357331,180.71646925192
"627",15009,5,"Number_4_Font_72","older",370,1216,579.769633507853,186.958326587944
"628",15009,5,"Number_0_Font_72","older",377,1040,579.769633507853,186.958326587944
"629",15009,5,"Number_8_Font_72","older",381,969,579.769633507853,186.958326587944
"630",15009,5,"Number_2_Font_72","older",383,1193,579.769633507853,186.958326587944
"631",15009,5,"Number_9_Font_72","older",388,1105,579.769633507853,186.958326587944
"632",15009,5,"Number_9_Font_72","older",389,1118,579.769633507853,186.958326587944
"633",15009,5,"Number_1_Font_72","older",392,1167,579.769633507853,186.958326587944
"634",15009,5,"Number_8_Font_72","older",394,1259,579.769633507853,186.958326587944
"635",15009,5,"Number_8_Font_72","older",395,1032,579.769633507853,186.958326587944
"636",15009,5,"Number_7_Font_72","older",396,1882,579.769633507853,186.958326587944
"637",15009,5,"Number_7_Font_72","older",398,1378,579.769633507853,186.958326587944
"638",15009,5,"Number_1_Font_72","older",400,1440,579.769633507853,186.958326587944
"639",15009,5,"Number_8_Font_72","older",403,1004,579.769633507853,186.958326587944
"640",15009,5,"Number_4_Font_72","older",412,1110,579.769633507853,186.958326587944
"641",15009,5,"Number_0_Font_72","older",417,974,579.769633507853,186.958326587944
"642",15009,5,"Number_8_Font_72","older",420,1102,579.769633507853,186.958326587944
"643",15009,5,"Number_4_Font_72","older",422,978,579.769633507853,186.958326587944
"644",15009,5,"Number_5_Font_72","older",426,1158,579.769633507853,186.958326587944
"645",15009,5,"Number_9_Font_72","older",427,1683,579.769633507853,186.958326587944
"646",15009,5,"Number_9_Font_72","older",438,1196,579.769633507853,186.958326587944
"647",15009,5,"Number_0_Font_72","older",451,1256,579.769633507853,186.958326587944
"648",15009,6,"Number_5_Font_72","older",462,1057,567.677447552448,209.606421954011
"649",15009,6,"Number_9_Font_72","older",466,1422,567.677447552448,209.606421954011
"650",15009,6,"Number_4_Font_72","older",468,1205,567.677447552448,209.606421954011
"651",15009,6,"Number_8_Font_72","older",469,1467,567.677447552448,209.606421954011
"652",15009,6,"Number_7_Font_72","older",484,1090,567.677447552448,209.606421954011
"653",15009,6,"Number_8_Font_72","older",489,1233,567.677447552448,209.606421954011
"654",15009,6,"Number_5_Font_72","older",499,1639,567.677447552448,209.606421954011
"655",15009,6,"Number_8_Font_72","older",509,2327,567.677447552448,209.606421954011
"656",15009,6,"Number_9_Font_72","older",511,1166,567.677447552448,209.606421954011
"657",15009,6,"Number_8_Font_72","older",512,1116,567.677447552448,209.606421954011
"658",15009,6,"Number_7_Font_72","older",517,2048,567.677447552448,209.606421954011
"659",15009,6,"Number_1_Font_72","older",519,1097,567.677447552448,209.606421954011
"660",15009,6,"Number_1_Font_72","older",521,992,567.677447552448,209.606421954011
"661",15009,6,"Number_2_Font_72","older",523,1192,567.677447552448,209.606421954011
"662",15009,6,"Number_9_Font_72","older",524,1046,567.677447552448,209.606421954011
"663",15009,6,"Number_0_Font_72","older",536,1039,567.677447552448,209.606421954011
"664",15009,6,"Number_1_Font_72","older",537,1520,567.677447552448,209.606421954011
"665",15009,7,"Number_5_Font_72","older",557,1595,593.684210526316,262.329103726215
"666",15009,7,"Number_7_Font_72","older",559,1299,593.684210526316,262.329103726215
"667",15009,7,"Number_4_Font_72","older",560,1201,593.684210526316,262.329103726215
"668",15009,7,"Number_8_Font_72","older",562,1172,593.684210526316,262.329103726215
"669",15009,7,"Number_8_Font_72","older",563,1900,593.684210526316,262.329103726215
"670",15009,7,"Number_1_Font_72","older",565,1230,593.684210526316,262.329103726215
"671",15009,7,"Number_4_Font_72","older",566,1327,593.684210526316,262.329103726215
"672",15009,7,"Number_9_Font_72","older",567,2253,593.684210526316,262.329103726215
"673",15009,7,"Number_7_Font_72","older",568,1844,593.684210526316,262.329103726215
"674",15009,7,"Number_4_Font_72","older",569,2216,593.684210526316,262.329103726215
"675",15009,7,"Number_0_Font_72","older",573,1546,593.684210526316,262.329103726215
"676",15009,7,"Number_8_Font_72","older",574,1795,593.684210526316,262.329103726215
"677",15009,7,"Number_8_Font_72","older",575,1481,593.684210526316,262.329103726215
"678",15009,7,"Number_7_Font_72","older",577,1618,593.684210526316,262.329103726215
"679",15009,7,"Number_9_Font_72","older",579,1977,593.684210526316,262.329103726215
"680",15009,7,"Number_2_Font_72","older",586,1907,593.684210526316,262.329103726215
"681",15009,7,"Number_8_Font_72","older",600,1371,593.684210526316,262.329103726215
"682",15009,7,"Number_9_Font_72","older",602,1383,593.684210526316,262.329103726215
"683",15009,7,"Number_5_Font_72","older",603,2130,593.684210526316,262.329103726215
"684",15009,7,"Number_0_Font_72","older",604,1944,593.684210526316,262.329103726215
"685",15009,7,"Number_8_Font_72","older",606,1652,593.684210526316,262.329103726215
"686",15009,7,"Number_0_Font_72","older",608,1383,593.684210526316,262.329103726215
"687",15009,7,"Number_0_Font_72","older",613,1768,593.684210526316,262.329103726215
"688",15009,7,"Number_2_Font_72","older",615,1481,593.684210526316,262.329103726215
"689",15009,7,"Number_8_Font_72","older",616,1946,593.684210526316,262.329103726215
"690",15009,7,"Number_0_Font_72","older",617,1548,593.684210526316,262.329103726215
"691",15009,7,"Number_8_Font_72","older",621,1677,593.684210526316,262.329103726215
"692",15009,7,"Number_2_Font_72","older",623,2070,593.684210526316,262.329103726215
"693",15009,7,"Number_4_Font_72","older",625,2019,593.684210526316,262.329103726215
"694",15009,7,"Number_2_Font_72","older",628,1321,593.684210526316,262.329103726215
"695",15009,8,"Number_2_Font_72","older",636,1459,598.417832167832,243.392460864023
"696",15009,8,"Number_8_Font_72","older",637,1108,598.417832167832,243.392460864023
"697",15009,8,"Number_2_Font_72","older",640,1483,598.417832167832,243.392460864023
"698",15009,8,"Number_8_Font_72","older",643,1772,598.417832167832,243.392460864023
"699",15009,8,"Number_5_Font_72","older",644,2022,598.417832167832,243.392460864023
"700",15009,8,"Number_1_Font_72","older",646,1317,598.417832167832,243.392460864023
"701",15009,8,"Number_8_Font_72","older",648,2078,598.417832167832,243.392460864023
"702",15009,8,"Number_8_Font_72","older",650,1521,598.417832167832,243.392460864023
"703",15009,8,"Number_2_Font_72","older",651,1783,598.417832167832,243.392460864023
"704",15009,8,"Number_4_Font_72","older",655,1239,598.417832167832,243.392460864023
"705",15009,8,"Number_8_Font_72","older",659,1815,598.417832167832,243.392460864023
"706",15009,8,"Number_0_Font_72","older",660,1500,598.417832167832,243.392460864023
"707",15009,8,"Number_4_Font_72","older",661,1808,598.417832167832,243.392460864023
"708",15009,8,"Number_9_Font_72","older",663,1339,598.417832167832,243.392460864023
"709",15009,8,"Number_8_Font_72","older",664,1193,598.417832167832,243.392460864023
"710",15009,8,"Number_2_Font_72","older",666,1389,598.417832167832,243.392460864023
"711",15009,8,"Number_7_Font_72","older",668,1549,598.417832167832,243.392460864023
"712",15009,8,"Number_0_Font_72","older",669,1178,598.417832167832,243.392460864023
"713",15009,8,"Number_2_Font_72","older",670,1202,598.417832167832,243.392460864023
"714",15009,8,"Number_8_Font_72","older",671,1093,598.417832167832,243.392460864023
"715",15009,8,"Number_1_Font_72","older",672,2507,598.417832167832,243.392460864023
"716",15009,8,"Number_8_Font_72","older",689,1116,598.417832167832,243.392460864023
"717",15009,8,"Number_0_Font_72","older",691,1154,598.417832167832,243.392460864023
"718",15009,8,"Number_2_Font_72","older",692,1541,598.417832167832,243.392460864023
"719",15009,8,"Number_0_Font_72","older",693,1656,598.417832167832,243.392460864023
"720",15009,8,"Number_0_Font_72","older",696,1181,598.417832167832,243.392460864023
"721",15009,8,"Number_9_Font_72","older",697,1101,598.417832167832,243.392460864023
"722",15009,8,"Number_8_Font_72","older",708,1205,598.417832167832,243.392460864023
"723",15009,8,"Number_4_Font_72","older",710,2944,598.417832167832,243.392460864023
"724",15005,6,"Number_9_Font_72","older",466,988,567.677447552448,209.606421954011
"725",15501,1,"Number_9_Font_72","older",3,162,588.700609225413,161.412091395773
